NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_(mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg)
05139,"DUCK,DOMESTICATED,MEAT&SKN,RAW",48.5,404,11.49,39.34,0.68,0,0,0,11,2.4,15,139,209,63,1.36,0.236,0.017,12.4,2.8,0.197,0.21,3.934,0.951,0.19,13,0,13,13,31,0.25,168,50,50,0,0,0,0,0,0.7,0.7,26,5.5,13.22,18.69,5.08,76
05140,"DUCK,DOMESTICATED,MEAT&SKN,CKD,RSTD",51.84,337,18.99,28.35,0.82,0,0,0,11,2.7,16,156,204,59,1.86,0.227,0.019,20,0,0.174,0.269,4.825,1.098,0.18,6,0,6,6,50.4,0.3,210,63,63,0,0,0,0,0,0.7,0.1,3,5.1,9.67,12.9,3.65,84
05141,"DUCK,DOMESTICATED,MEAT ONLY,RAW",73.77,135,18.28,5.95,1.06,0.94,0,0,11,2.4,19,203,271,74,1.9,0.253,0.019,13.9,5.8,0.36,0.45,5.3,1.6,0.34,25,0,25,25,53.6,0.4,79,24,24,0,0,0,0,0,0.7,0.1,3,2.8,2.32,1.54,0.75,77
05142,"DUCK,DOMESTICATED,MEAT ONLY,CKD,RSTD",64.22,201,23.48,11.2,1.11,0,0,0,12,2.7,20,203,252,65,2.6,0.231,0.019,22.4,0,0.26,0.47,5.1,1.5,0.25,10,0,10,10,65,0.4,77,23,23,0,0,0,0,0,0.7,0.1,4,3.8,3.951,3.858,1.487,89
05143,"DUCK,DOMESTICATED,LIVER,RAW",71.78,136,18.74,4.64,1.32,3.53,0,,11,30.53,24,269,230,140,3.07,5.962,0.258,67,4.5,0.562,0.892,6.5,6.184,0.76,738,0,738,738,,54,39907,11984,11984,,,,,,,,,,1.44,0.71,0.63,515
05144,"DUCK,WILD,MEAT&SKN,RAW",66.52,211,17.42,15.2,1.16,0,0,,5,4.16,20,168,249,56,0.77,0.312,0.019,12.8,5.2,0.351,0.269,3.317,0.701,0.53,21,0,21,21,,0.65,88,26,26,,,,,,,,,,5.04,6.8,2.02,80
05145,"DUCK,WILD,BREAST,MEAT ONLY,RAW",75.51,123,19.85,4.25,1.33,0,0,,3,4.51,22,186,268,57,0.74,0.33,0.019,13.9,6.2,0.416,0.31,3.444,0.77,0.63,25,0,25,25,,0.76,53,16,16,,,,,,,,,,1.32,1.21,0.58,77
05146,"GOOSE,DOMESTICATED,MEAT&SKN,RAW",49.66,371,15.86,33.62,0.87,0,0,,12,2.5,18,234,308,73,1.72,0.27,0.02,14.4,4.2,0.085,0.245,3.608,1.294,0.39,4,0,4,4,,0.34,55,17,17,,,,,,,,,,9.78,17.77,3.76,80
05147,"GOOSE,DOMESTICATED,MEAT&SKN,CKD,RSTD",51.95,305,25.16,21.92,0.97,0,0,0,13,2.83,22,270,329,70,2.62,0.264,0.023,21.8,0,0.077,0.323,4.168,1.53,0.37,2,0,2,2,66.5,0.41,70,21,21,0,0,0,0,0,1.74,0.1,3,5.1,6.87,10.25,2.52,91
05148,"GOOSE,DOMESTICATED,MEAT ONLY,RAW",68.3,161,22.75,7.13,1.1,0,0,,13,2.57,24,312,420,87,2.34,0.306,0.024,16.8,7.2,0.129,0.377,4.278,1.973,0.64,31,0,31,31,,0.49,40,12,12,,,,,,,,,,2.79,1.85,0.9,84
05149,"GOOSE,DOMESTICATED,MEAT ONLY,CKD,RSTD",57.23,238,28.97,12.67,1.14,0,0,,14,2.87,25,309,388,76,3.17,0.276,0.024,25.5,0,0.092,0.39,4.081,1.834,0.47,12,0,12,12,,0.49,40,12,12,,,,,,,,,,4.56,4.34,1.54,96
05150,"GOOSE,LIVER,RAW",71.78,133,16.37,4.28,1.25,6.32,0,,43,30.53,24,261,230,140,3.07,7.522,0,68.1,4.5,0.562,0.892,6.5,6.184,0.76,738,0,738,738,,54,30998,9309,9309,,,,,,,,,,1.59,0.81,0.26,515
05151,"GUINEA HEN,MEAT&SKN,RAW",68.9,158,23.4,6.45,1.25,0,0,,11,0.84,22,153,193,67,1.13,0.043,0.018,16.3,1.3,0.059,0.102,7.667,0.879,0.38,5,0,5,5,,0.34,92,28,28,,,,,,,,,,1.77,2.43,1.41,74
05152,"GUINEA HEN,MEAT ONLY,RAW",74.44,110,20.64,2.47,1.25,0,0,,11,0.77,24,169,220,69,1.2,0.044,0.018,17.5,1.7,0.067,0.112,8.782,0.936,0.47,6,0,6,6,,0.37,41,12,12,,,,,,,,,,0.64,0.68,0.59,63
05153,"PHEASANT,RAW,MEAT&SKN",67.77,181,22.7,9.29,1.27,0,0,,12,1.15,20,214,243,40,0.96,0.065,0.017,15.7,5.3,0.072,0.143,6.426,0.928,0.66,6,0,6,6,,0.77,177,53,53,,,,,,,,,,2.7,4.32,1.18,71
05154,"PHEASANT,RAW,MEAT ONLY",72.77,133,23.57,3.64,1.35,0,0,,13,1.15,20,230,262,37,0.97,0.069,0.016,16.2,6,0.077,0.153,6.759,0.96,0.74,6,0,6,6,,0.84,165,50,50,,,,,,,,,,1.24,1.17,0.62,66
05155,"PHEASANT,BREAST,MEAT ONLY,RAW",72.4,133,24.37,3.25,1.3,0,0,,3,0.79,21,200,242,33,0.63,0.046,0.015,16.7,6,0.081,0.119,8.554,0.96,0.74,4,0,4,4,,0.84,147,44,44,,,,,,,,,,1.1,1.04,0.55,58
05156,"PHEASANT,LEG,MEAT ONLY,RAW",73.4,134,22.2,4.3,1.44,0,0,,29,1.78,20,280,296,45,1.53,0.108,0.02,15.3,6,0.07,0.21,3.7,0.96,0.74,10,0,10,10,,0.84,195,59,59,,,,,,,,,,1.46,1.38,0.73,80
05157,"QUAIL,MEAT AND SKIN,RAW",69.65,192,19.63,12.05,0.9,0,0,,13,3.97,23,275,216,53,2.42,0.507,0.019,16.6,6.1,0.244,0.26,7.538,0.772,0.6,8,0,8,8,,0.43,243,73,73,,,,,,,,,,3.38,4.18,2.98,76
05158,"QUAIL,MEAT ONLY,RAW",70.03,134,21.76,4.53,1.32,0,0,,13,4.51,25,307,237,51,2.7,0.594,0.019,17.4,7.2,0.283,0.285,8.2,0.787,0.53,7,0,7,7,,0.47,57,17,17,,,,,,,,,,1.32,1.28,1.17,70
05159,"QUAIL,BREAST,MEAT ONLY,RAW",71.67,123,22.59,2.99,1.27,0,0,,10,2.31,28,228,260,55,2.7,0.433,0.018,18.8,5.1,0.24,0.243,8.2,0.787,0.53,4,0,4,4,,0.47,37,11,11,,,,,,,,,,0.87,0.84,0.77,58
05160,"SQUAB,(PIGEON),MEAT&SKN,RAW",56.6,294,18.47,23.8,1.4,0,0,,12,3.54,22,248,199,54,2.2,0.437,0.019,13.3,5.2,0.212,0.224,6.046,0.76,0.41,6,0,6,6,,0.4,243,73,73,,,,,,,,,,8.43,9.72,3.07,95
05161,"SQUAB,(PIGEON),MEAT ONLY,RAW",72.8,142,17.5,7.5,1.17,0,0,,13,4.51,25,307,237,51,2.7,0.594,0.019,13.5,7.2,0.283,0.285,6.86,0.787,0.53,7,0,7,7,,0.47,94,28,28,,,,,,,,,,1.96,2.66,1.6,90
05162,"SQUAB,(PIGEON),LT MEAT WO/SKN,RAW",72.82,134,21.76,4.52,1.28,0,0,,10,2.31,28,228,260,55,2.7,0.433,0.018,15.5,5.1,0.24,0.243,7.322,0.787,0.53,4,0,4,4,,0.47,57,17,17,,,,,,,,,,1.18,1.61,0.96,90
05165,"TURKEY,WHL,MEAT & SKN,RAW",72.69,143,21.64,5.64,0.98,0.13,0,0.07,11,0.86,25,183,224,112,1.78,0.077,0.012,21.3,0,0.048,0.185,7.631,0.811,0.599,7,0,7,7,58,1.22,56,17,17,0,0,0,0,0,0.09,0.3,12,0,1.461,1.826,1.466,72
05166,"TURKEY,WHL,MEAT & SKN,CKD,RSTD",63.52,189,28.55,7.39,1.18,0.06,0,0,14,1.09,30,223,239,103,2.48,0.093,0.014,29.8,0,0.045,0.281,9.573,0.948,0.616,9,0,9,9,87.4,1.02,39,12,12,0,0,0,0,0,0.07,0.4,15,0,2.155,2.647,2.119,109
05167,"TURKEY,WHL,MEAT ONLY,RAW",75.37,112,22.64,1.93,1.04,0.14,0,0.07,11,0.86,27,190,235,118,1.84,0.079,0.012,22.6,0,0.05,0.192,8.1,0.844,0.652,7,0,7,7,60.2,1.24,30,9,9,0,0,0,0,0,0.09,0.2,8,0,0.459,0.477,0.411,67
05168,"TURKEY,WHL,MEAT ONLY,CKD,RSTD",66.7,159,29.06,3.84,1.17,0,0,0,13,1.03,29,222,239,101,2.51,0.091,0.014,30.7,0,0.047,0.28,9.5,0.951,0.643,9,0,9,9,88.9,0.94,14,4,4,0,0,0,0,0,0.06,0.3,10,0,1.132,1.264,1.032,101
05169,"TURKEY,SKN FROM WHL,(LIGHT & DARK),RAW",48.38,407,12.96,38.93,0.52,0.16,0,0.1,13,0.85,11,120,124,62,1.1,0.053,0.012,10.1,0,0.021,0.11,3.905,0.495,0.166,4,0,4,4,36.7,0.88,284,85,85,0,0,0,0,0,0.09,1.1,46,0,10.43,13.908,10.922,122
05170,"TURKEY,SKN FROM WHL (LIGHT & DARK),RSTD",34.91,459,23.94,39.31,1.27,0.57,0,0,21,1.63,33,233,242,116,2.14,0.11,0.017,21.1,0,0.029,0.29,10.235,0.92,0.375,8,0,8,8,73.8,1.71,262,79,79,0,0,0,0,0,0.15,1.4,54,0,11.356,15.094,11.903,177
05171,"TURKEY,WHL,GIBLETS,RAW",76.03,124,18.18,5.09,1.13,0.07,0,0,18,5.92,22,223,198,136,3.23,0.577,0.19,49.3,0,0.149,1.393,8.694,3.889,0.654,331,0,331,331,160,13.06,13129,3939,3939,0,0,0,0,0,0.25,0.8,34,0,1.452,1.016,1.425,333
05172,"TURKEY,WHL,GIBLETS,CKD,SIMMRD",66.65,173,26.44,6.61,1.18,0,0,0,18,3.39,25,249,177,117,4.29,0.692,0.202,71.1,0,0.171,1.543,8.647,2.332,0.546,303,0,303,303,155.6,15.89,15397,4619,4619,0,0,0,0,0,0.13,0,0,0,1.725,1.041,1.537,521
05173,"TURKEY,GIZZARD,ALL CLASSES,RAW",77.47,111,18.8,3.37,0.93,0,0,0,16,2.78,19,164,185,147,3.03,0.22,0.085,28.8,6.2,0.061,0.327,6.233,0.914,0.198,6,0,6,6,89.7,3.61,154,46,46,0,0,0,0,0,0.22,0.5,19,0,0.929,0.795,0.708,271
05174,"TURKEY,GIZZARD,ALL CLASSES,CKD,SIMMRD",69.22,155,26.45,4.64,0.86,0,0,0,17,3.68,21,187,193,127,3.92,0.274,0.098,44.1,6.3,0.057,0.357,6.45,0.525,0.175,13,0,13,13,82.2,3.91,37,11,11,0,0,0,0,0,0.11,0,0,0,1.059,1.598,1.359,452
05175,"TURKEY,HEART,ALL CLASSES,RAW",74.47,140,16.7,7.44,0.99,0.4,0,0,18,3.7,21,183,179,129,3.21,0.488,0.102,35.4,3,0.165,1.13,6.44,3.12,0.479,,0,,,126.8,13.3,305,82,80,0,23,0,21,0,0.31,0.4,17,0,1.923,2.045,2.153,225
05176,"TURKEY,HEART,ALL CLASSES,CKD,SIMMRD",67.15,174,24.88,7.52,1.21,0,0,0,21,6.96,28,241,203,140,4.6,0.825,0.121,56.8,0,0.236,1.54,7.76,,0.608,8,0,8,8,172.5,13.9,54,16,16,0,0,0,0,0,0.13,0,0,0,1.898,1.668,1.832,359
05177,"TURKEY,LIVER,ALL CLASSES,RAW",75.54,128,18.26,5.5,1.32,0,0,0,20,8.94,24,279,214,131,3.37,0.863,0.296,68.7,24.5,0.206,2.247,11.233,6.28,1.04,677,0,677,677,221.8,19.73,26901,8058,8056,0,29,0,0,0,0.24,1.3,50,0,1.664,0.817,1.684,415
05178,"TURKEY,LIVER,ALL CLASSES,CKD,SIMMRD",63.99,189,27,8.18,1.47,0,0,0,19,1.79,26,312,153,98,4.53,1.046,0.331,102.3,22.6,0.256,2.687,11.09,4.35,0.882,691,0,691,691,220.2,28.17,35836,10751,10751,0,0,0,0,0,0.15,,,0,2.304,1.038,2.167,648
05179,"TURKEY FROM WHL,NECK,MEAT ONLY,RAW",75.92,125,16.51,6.04,1.12,0,0,0,24,1.01,15,160,133,233,3.39,0.142,0.056,28.6,0,0.051,0.211,4.924,0.801,0.364,5,0,5,5,54,1.76,43,13,13,0,0,0,0,0,0.12,0.3,13,0,1.647,1.824,1.478,115
05180,"TURKEY FROM WHL,NECK,MEAT ONLY,CKD,SIMMRD",69.47,162,22.48,7.36,1.12,0,0,0,58,1.18,18,182,114,246,4.03,0.158,0.053,36.2,0,0.048,0.288,5.88,0.874,0.375,7,0,7,7,77.7,1.42,0,0,0,0,0,0,0,0,0.64,0.3,12,0,2.216,2.527,2.038,128
05181,"TURKEY FROM WHL,LT MEAT,MEAT & SKN,RAW",70.68,161,21.96,7.43,0.96,0.15,0,0.06,11,0.75,25,188,223,105,1.25,0.067,0.011,20.7,0,0.038,0.139,8.968,0.73,0.711,7,0,7,7,50.4,0.67,62,19,19,0,0,0,0,0,0.07,0.3,11,0,1.899,2.431,1.952,67
05182,"TURKEY FROM WHL,LT MEAT,MEAT & SKN,CKD,RSTD",64.79,177,29.55,5.57,1.22,0.05,0,0,11,0.8,32,230,248,101,1.76,0.068,0.012,29.3,0,0.035,0.213,11.608,0.902,0.767,9,0,9,9,82.5,0.5,35,10,10,0,0,0,0,0,0.07,0.4,14,0,1.603,1.984,1.596,89
05183,"TURKEY,DK MEAT,MEAT & SKN,RAW",71.1,161,19.81,8.97,0.94,0.15,0,0.1,11,1,22,166,208,113,2.32,0.085,0.014,20.2,0,0.055,0.229,5.378,0.857,0.391,6,0,6,6,63.8,1.84,86,26,26,0,0,0,0,0,0.11,0.5,19,0,2.413,3.091,2.443,87
05184,"TURKEY,DK MEAT FROM WHL,MEAT & SKN,CKD,RSTD",61.66,206,27.27,9.95,1.14,0.07,0,0,17,1.45,27,215,228,105,3.35,0.125,0.017,30.2,0,0.057,0.365,7.103,1.004,0.43,9,0,9,9,93.2,1.66,47,14,14,0,0,0,0,0,0.08,0.4,15,0,2.93,3.594,2.867,134
05185,"TURKEY FROM WHL,LT MEAT,RAW",74.89,114,23.66,1.48,1.04,0.14,0,0.05,11,0.73,28,201,242,113,1.28,0.07,0.011,22.7,0,0.042,0.145,9.924,0.775,0.813,7,0,7,7,53,0.63,20,6,6,0,0,0,0,0,0.06,0.1,5,0,0.289,0.264,0.258,57
05186,"TURKEY,ALL CLASSES,LT MEAT,CKD,RSTD",67.88,147,30.13,2.08,1.22,0,0,0,9,0.71,32,230,249,99,1.72,0.063,0.011,30.2,0,0.035,0.205,11.75,0.9,0.807,10,0,10,10,83.4,0.37,11,3,3,0,0,0,0,0,0.06,0.3,10,0,0.593,0.626,0.528,80
05187,"Turkey from whole, dark meat, meat only, raw",76.01,108,21.28,2.5,1.03,0.15,0,0.1,11,1.04,25,176,226,124,2.59,0.092,0.014,22.4,0,0.062,0.255,5.696,0.935,0.44,7,0,7,7,69.6,2.05,43,13,13,0,0,0,0,0,0.12,0.3,13,0,0.683,0.756,0.613,79
05188,"TURKEY,FROM WHL,DK MEAT,CKD,RSTD",65.23,173,27.71,6.04,1.12,0,0,0,17,1.43,27,212,227,104,3.51,0.127,0.016,31.4,0,0.06,0.375,6.685,1.015,0.438,9,0,9,9,95.8,1.65,18,5,5,0,0,0,0,0,0.07,0.3,10,0,1.807,2.061,1.662,128
05190,"TURKEY,ALL CLASSES,BACK,MEAT&SKN,CKD,RSTD",57.94,244,26.59,14.38,0.93,0.16,0,0,33,2.19,22,189,260,73,3.92,0.142,0.023,37.8,0,0.054,0.224,3.446,1.073,0.3,8,0,8,8,67.6,0.34,0,0,0,0,0,0,0,0,0.59,0,1,4.5,4.18,5,3.7,91
05191,"TURKEY,ALL CLASSES,BREAST,MEAT&SKN,RAW",70.05,157,21.89,7.02,0.91,0,0,,13,1.2,24,186,275,59,1.57,0.074,0.018,22.4,0,0.058,0.115,5.2,0.621,0.48,7,0,7,7,,0.42,6,2,2,,,,,,,,,,1.91,2.66,1.66,65
05192,"TURKEY,ALL CLASSES,BREAST,MEAT&SKN,CKD,RSTD",63.22,189,28.71,7.41,1.03,0,0,,21,1.4,27,210,288,63,2.03,0.047,0.02,29.1,0,0.057,0.131,6.365,0.634,0.48,6,0,6,6,,0.36,0,0,0,,,,,,,,,,2.1,2.45,1.8,74
05193,"TURKEY,ALL CLASSES,LEG,MEAT&SKN,RAW",72.69,144,19.54,6.72,0.89,0,0,,17,1.72,21,177,273,74,3.09,0.142,0.022,26.4,0,0.077,0.211,2.947,1.09,0.34,10,0,10,10,,0.39,3,1,1,,,,,,,,,,2.06,2.06,1.83,71
05194,"TURKEY,ALL CLASSES,LEG,MEAT&SKN,CKD,RSTD",61.19,208,27.87,9.82,0.99,0,0,0,32,2.3,23,199,280,77,4.27,0.154,0.023,37.8,0,0.06,0.241,3.561,1.205,0.33,9,0,9,9,70.8,0.36,0,0,0,0,0,0,0,0,0.62,0.1,4,0,3.06,2.87,2.72,85
05195,"TURKEY,ALL CLASSES,WING,MEAT&SKN,RAW",66.49,197,20.22,12.32,0.81,0,0,,14,1.26,21,165,240,55,1.54,0.077,0.017,22.4,0,0.05,0.11,4.425,0.554,0.41,7,0,7,7,,0.39,11,3,3,,,,,,,,,,3.28,4.97,2.86,70
05196,"TURKEY,ALL CLASSES,WING,MEAT&SKN,CKD,RSTD",59.49,229,27.38,12.43,0.97,0,0,0,24,1.46,25,197,266,61,2.1,0.056,0.02,29.9,0,0.05,0.134,5.732,0.584,0.42,6,0,6,6,68.6,0.34,0,0,0,0,0,0,0,0,0.17,0.1,4,0,3.39,4.66,2.94,81
05200,"TURKEY,FRYER-ROASTERS,MEAT&SKN,CKD,RSTD",65.76,172,28.26,5.72,0.99,0,0,0,22,1.95,25,198,250,66,2.89,0.146,0.024,33.8,0,0.043,0.183,4.922,0.903,0.42,7,0,7,7,69.7,0.37,0,0,0,0,0,0,0,0,0.35,0,1,0.8,1.65,1.96,1.45,105
05215,"TURKEY,BACK FROM WHL BIRD,MEAT ONLY,RAW",76.01,113,21.28,2.5,1.03,0.15,0,0.1,11,1.04,25,176,226,124,2.59,0.092,0.014,22.4,0,0.062,0.255,5.696,0.935,0.44,,0,,,,2.05,43,13,13,0,0,0,0,0,0.12,0.3,13,0,,,,79
05216,"TURKEY,BACK,FROM WHL BIRD,MEAT ONLY,RSTD",65.23,173,27.71,6.04,1.12,0,0,0,17,1.43,27,212,227,104,3.51,0.127,0.016,31.4,0,0.06,0.375,6.685,1.015,0.438,9,0,9,9,95.8,1.65,18,5,5,0,0,0,0,0,0.07,0.3,10,0,1.807,2.061,1.662,128
05219,"TURKEY,BREAST,FROM WHL BIRD,MEAT ONLY,RAW",74.89,114,23.66,1.48,1.04,0.14,0,0.05,11,0.73,28,201,242,113,1.28,0.07,0.011,22.7,0,0.042,0.145,9.924,0.775,0.813,7,0,7,7,61.3,0.63,20,6,6,0,0,0,0,0,0.06,0.1,5,0,0.289,0.264,0.258,57
05220,"TURKEY,BREAST,FROM WHL BIRD,MEAT ONLY,RSTD",67.88,147,30.13,2.08,1.22,0,0,0,9,0.71,32,230,249,99,1.72,0.063,0.011,30.2,0,0.035,0.205,11.75,0.9,0.807,9,0,9,9,84.4,0.39,11,3,3,0,0,0,0,0,0.06,0.3,10,0,0.593,0.626,0.528,80
05227,"TURKEY,WING,FROM WHL BIRD,MEAT ONLY,RAW",74.89,114,23.66,1.48,1.04,0.14,0,0.05,11,0.73,28,201,242,113,1.28,0.07,0.011,22.7,0,0.042,0.145,9.924,0.775,0.813,7,0,7,7,,0.63,20,6,6,0,0,0,0,0,0.06,0.1,5,,0.289,0.264,0.258,57
05228,"TURKEY,WING,FROM WHL BIRD,MEAT ONLY,RSTD",67.88,147,30.13,2.08,1.22,0,0,0,9,0.71,32,230,249,99,1.72,0.063,0.011,30.2,0,0.035,0.205,11.75,0.9,0.807,10,0,10,10,84.7,0.81,11,3,3,0,0,0,0,0,0.06,0.3,10,0,0.593,0.626,0.528,80
05236,"TURKEY,YOUNG HEN,SKN ONLY,CKD,RSTD",35.53,482,19.03,44.45,0.63,0,0,,32,1.82,15,133,155,44,2.06,0.078,0.022,144.1,0,0.021,0.133,2.801,0.297,0.07,4,0,4,4,,0.24,0,0,0,,,,,,,,,,11.59,18.94,10.18,106
05277,"CHICKEN,CND,MEAT ONLY,W/BROTH",68.65,165,21.77,7.95,1.81,0,0,0,14,1.58,12,111,138,503,1.41,0.046,0.015,15.8,2,0.015,0.129,6.329,0.85,0.35,4,0,4,4,64,0.29,117,34,34,0,0,0,0,0,0.26,0.1,5,1.8,2.2,3.15,1.75,62
05282,"PATE DE FOIE GRAS,CND (GOOSE LIVER PATE),SMOKED",37.04,462,11.4,43.84,3.05,4.67,0,,70,5.5,13,200,138,697,0.92,0.4,0.12,44,2,0.088,0.299,2.51,1.2,0.06,60,0,60,60,,9.4,3333,1001,1001,,,,,,,,,,14.45,25.61,0.84,150
05284,"TURKEY,CND,MEAT ONLY,W/BROTH",66.07,169,23.68,6.86,1.92,1.47,0,0,12,1.86,20,162,224,518,2.37,0.074,0.017,25.9,2,0.014,0.171,6.622,0.686,0.33,6,0,6,6,74,0.28,0,0,0,0,0,0,0,0,0.27,0.3,11,0.7,2,2.26,1.75,66
05285,"TURKEY,DICED,LT&DK MEAT,SEASONED",71.7,138,18.7,6,2.6,1,0,,1,1.8,17,240,310,850,2.02,0.063,0.013,26.1,0,0.04,0.11,4.8,0.589,0.28,5,0,5,5,,0.24,0,0,0,,,,,,,,,,1.75,1.98,1.53,55
05286,"TURKEY AND GRAVY,FROZEN",85.07,67,5.88,2.63,1.81,4.61,0,,14,0.93,8,81,61,554,0.7,0.022,0.005,19.2,0,0.024,0.127,1.799,0.213,0.1,4,0,4,4,,0.24,42,13,13,,,,,,,,,,0.85,0.97,0.47,18
05293,"TURKEY BREAST,PRE-BASTED,MEAT&SKN,CKD,RSTD",70.91,126,22.16,3.46,2.06,0,0,,9,0.66,21,214,248,397,1.53,0.041,0.015,25.7,0,0.053,0.133,9.067,0.489,0.32,5,0,5,5,,0.32,0,0,0,,,,,,,,,,0.98,1.14,0.84,42
05294,"TURKEY THIGH,PRE-BASTED,MEAT&SKN,CKD,RSTD",70.6,157,18.8,8.54,2.06,0,0,,8,1.51,17,171,241,437,4.12,0.139,0.015,27.9,0,0.083,0.255,2.409,0.812,0.23,6,0,6,6,,0.24,0,0,0,,,,,,,,,,2.65,2.53,2.35,62
05295,"TURKEY RST,BNLESS,FRZ,SEASONED,LT&DK MEAT,RAW",70.4,120,17.6,2.2,3.4,6.4,0,,1,2.1,20,158,360,678,1.91,0.088,0.017,26.5,0,0.04,0.12,4.4,0.733,0.38,7,0,7,7,,0.35,0,0,0,,,,,,,,,,0.73,0.47,0.64,53
05300,"TURKEY STKS,BREADED,BATTERED,FRIED",49.4,279,14.2,16.9,2.5,17,,,14,2.2,15,234,260,838,1.46,0.073,0.083,20.7,0,0.1,0.18,2.1,0.533,0.2,29,20,9,43,,0.23,40,12,12,,,,,,,,,,4.38,6.92,4.39,64
05301,"POULTRY,MECHANICALLY DEBONED,FROM BACKS&NECKS W/SKN,RAW",62.66,272,11.39,24.73,0.96,0,0,,138,1.57,12,132,104,40,1.29,0.065,0.019,10.7,1.5,0.05,0.129,4.63,0.824,0.19,6,0,6,6,,0.25,245,74,74,,,,,,,,,,7.45,10.44,4.96,130
05302,"POULTRY,MECHANICALLY DEBONED,FROM BACKS&NECKS WO/SKN,RAW",69.29,199,13.79,15.48,1,0,0,,123,1.73,13,154,128,51,1.82,0.069,0.02,14.4,3,0.071,0.175,6.246,1.202,0.32,9,0,9,9,,0.35,107,32,32,,,,,,,,,,4.71,7.41,2.28,104
05303,"POULTRY,MECHANICALLY DEBONED,FROM MATURE HENS,RAW",62.95,243,14.72,19.98,1.15,0,0,,187,1.22,12,132,104,40,1.9,0.065,0.019,15.7,2,0.096,0.14,5.254,0.772,0.28,5,0,5,5,,0.27,149,45,45,,,,,,,,,,4.73,9.3,4.55,143
05304,"TURKEY,MECHANICALLY DEBONED,FROM TURKEY FRAMES,RAW",69.09,201,13.29,15.96,1.1,0,0,,145,1.61,13,115,173,48,2.9,0.093,0.015,26.5,0,0.048,0.134,1.969,0.673,0.21,7,0,7,7,,0.26,0,0,0,,,,,,,,,,5.31,5.02,4.51,95
05305,"GROUND TURKEY,RAW",72.36,148,19.66,7.66,1,0,0,0,19,1.09,23,200,237,58,2.35,0.096,0.008,21.9,0,0.066,0.156,6.733,0.993,0.564,7,0,7,7,50.8,1,66,20,20,0,0,0,0,0,0.09,0.4,14,0,2.024,2.635,2.205,69
05306,"GROUND TURKEY,CKD",62.07,203,27.37,10.4,1.26,0,0,0,28,1.52,30,254,294,78,3.11,0.151,0.011,31.1,0,0.077,0.211,8.724,1.193,0.633,7,0,7,7,78.2,1.34,79,24,24,0,0,0,0,0,0.11,0.2,8,0,2.669,3.458,2.917,93
05307,"CHICKEN,CORNISH GAME HENS,MEAT&SKN,RAW",68.18,200,17.15,14.02,0.8,0,0,0,11,0.78,18,140,236,61,1.15,0.049,0.016,11.8,0.5,0.073,0.17,5.675,0.609,0.295,3,0,3,3,,0.33,108,32,32,0,0,0,0,0,0.28,,,2.4,3.89,6.16,2.77,101
05308,"CHICKEN,CORNISH GAME HENS,MEAT&SKN,CKD,RSTD",58.68,259,22.27,18.21,1.04,0,0,0,13,0.91,18,146,245,64,1.49,0.061,0.015,15.5,0.5,0.067,0.199,5.897,0.593,0.307,2,0,2,2,56.5,0.28,106,32,32,0,0,0,0,0,0.36,0.1,2,2.4,5.05,8,3.6,131
05309,"CHICKEN,CORNISH GAME HENS,MEAT ONLY,RAW",75.84,116,20.04,3.33,0.9,0,0,0,12,0.74,21,160,269,68,1.31,0.053,0.017,15.8,0.6,0.092,0.216,6.744,0.636,0.385,3,0,3,3,,0.4,75,22,22,0,0,0,0,0,0.21,,,2.4,0.85,1.07,0.81,91
05310,"CHICKEN,CORNISH GAME HENS,MEAT ONLY,CKD,RSTD",71.9,134,23.3,3.87,1.04,0,0,0,13,0.77,19,149,250,63,1.53,0.059,0.015,20.8,0.6,0.075,0.227,6.273,0.555,0.358,2,0,2,2,66.3,0.3,65,20,20,0,0,0,0,0,0.24,0.1,5,2.4,0.99,1.24,0.94,106
05311,"CHICKEN,CANNED,NO BROTH",64.9,185,25.3,8.1,0.8,0.9,0,0,14,1.3,19,153,153,482,2.5,0.05,,18.4,0,0,0.1,2.4,,0.19,2,0,2,2,73.8,1,177,53,53,0,0,0,0,0,0.32,0.1,5,2.3,2.25,3.279,1.978,50
05312,"CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV",61.79,211,19.67,12.67,2.53,3.34,0.6,2.04,28,2.41,20,205,190,615,1.14,0.039,0,33.2,0,0.074,0.242,5.5,0.545,0.142,10,0,10,10,,0.4,58,17,17,0,0,0,0,0,0.36,,,,3.321,5.766,2.359,126
